"born_CH","since","male","kids","unemployed","refugee","married","percent_novotes_rounded","origin_region","application_decade","age","education","local_language","integration_level","skill_level"
0,NA,1,1,NA,NA,1,8,"Former Yugoslavia and Turkey","1980s","41–60 years",NA,NA,NA,NA
0,NA,1,1,NA,NA,1,41,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,66,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,20,"Southern Europe","1990s","41–60 years",NA,NA,NA,NA
0,NA,0,0,NA,NA,0,44,"Former Yugoslavia and Turkey","2000s",NA,NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,7,"Norther & Western Europe","1990s","41–60 years",NA,NA,NA,NA
0,NA,1,1,NA,NA,1,26,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,31,"Central & Eastern Europe","1980s","41–60 years",NA,NA,NA,NA
0,NA,1,1,NA,NA,1,51,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,8,"Southern Europe","2000s","21–40 years",NA,NA,NA,"middle"
0,NA,1,0,NA,NA,1,3,"Southern Europe","2000s","41–60 years",NA,NA,NA,"low"
0,NA,1,0,NA,NA,0,49,"Former Yugoslavia and Turkey","2000s",NA,NA,NA,NA,"low"
0,NA,1,0,NA,NA,1,23,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,NA
0,NA,1,1,NA,NA,1,42,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,11,"Southern Europe","1990s","21–40 years",NA,NA,NA,"low"
1,NA,0,0,NA,NA,0,52,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","integrated","high"
0,27.0000004768372,1,1,NA,NA,NA,19,"Southern Europe","1990s","41–60 years","low",NA,"integrated","low"
0,15,0,0,NA,NA,0,24,"Norther & Western Europe","1980s",NA,"low","perfect","integrated","high"
1,NA,0,0,NA,NA,0,29,"Southern Europe","1980s",NA,"low",NA,NA,NA
1,NA,1,0,NA,NA,0,19,"Norther & Western Europe","1990s","21–40 years","low","perfect",NA,"low"
1,NA,1,1,NA,NA,1,26,"Southern Europe","2000s","21–40 years","low","perfect","integrated","low"
1,NA,0,0,NA,NA,0,31,"Southern Europe","1980s","21–40 years","low","perfect",NA,"high"
0,6.99999988079071,1,1,NA,NA,1,65,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"low"
0,17.0000004768372,1,0,NA,NA,0,29,"Southern Europe","1980s",NA,"low",NA,NA,NA
0,17.0000004768372,0,1,NA,NA,0,33,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
1,NA,0,0,NA,NA,0,52,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect",NA,NA
0,20,1,1,NA,NA,1,35,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect",NA,"low"
0,16.0000002384186,1,1,NA,NA,1,38,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"low"
0,15,1,1,NA,NA,1,47,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,11.0000002384186,1,1,NA,NA,1,14,"Norther & Western Europe","1980s","21–40 years","low","perfect",NA,"middle"
0,NA,0,0,NA,NA,0,31,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
0,18.9999997615814,1,1,NA,NA,1,37,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect",NA,"low"
0,15,0,1,NA,NA,0,27,"Norther & Western Europe","1980s","41–60 years","low","perfect","integrated","low"
1,NA,1,0,NA,NA,0,35,"Southern Europe","1970s",NA,"low",NA,NA,"low"
0,18.9999997615814,1,1,NA,NA,1,63,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect",NA,"low"
0,12.9999995231628,1,1,NA,NA,1,55,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,29.0000009536743,1,0,NA,NA,1,68,"Former Yugoslavia and Turkey","2000s","60+ years","low","sufficient",NA,"low"
0,20.9999990463257,1,1,NA,NA,1,70,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect",NA,"low"
0,6.99999988079071,1,0,NA,NA,0,36,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect",NA,"low"
1,NA,0,0,NA,NA,0,31,"Southern Europe","1980s","21–40 years","low","perfect",NA,"high"
0,16.0000002384186,1,1,NA,NA,1,45,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","integrated","low"
0,18.9999997615814,0,0,NA,NA,0,33,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"middle"
1,NA,0,0,NA,NA,0,12,"Central & Eastern Europe","1990s","21–40 years","low","perfect","integrated","high"
0,13.9999997615814,1,1,NA,NA,1,46,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","integrated","low"
0,NA,1,1,NA,NA,1,57,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"low"
0,17.9999995231628,1,1,NA,NA,1,49,"Norther & Western Europe","1970s","41–60 years","low",NA,NA,"middle"
0,25,1,0,NA,NA,1,59,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"low"
0,20.9999990463257,1,1,NA,NA,1,31,"Norther & Western Europe","1970s","41–60 years","low",NA,NA,"low"
0,17.0000004768372,1,0,NA,NA,1,6,"Southern Europe","2000s","41–60 years","low",NA,NA,"high"
0,16.0000002384186,0,1,NA,NA,0,47,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
0,17.9999995231628,0,1,NA,NA,1,48,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,12.0000004768372,0,0,NA,NA,0,31,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,27.0000004768372,1,0,NA,NA,NA,37,"Southern Europe","1980s","41–60 years","low",NA,NA,"high"
0,20,1,0,NA,NA,1,31,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,13.9999997615814,1,0,1,NA,1,72,"Other Non-European Countries","1970s","41–60 years","low",NA,NA,"low"
1,NA,0,0,NA,NA,NA,48,"Central & Eastern Europe","1970s",NA,"low",NA,NA,"high"
0,13.9999997615814,1,1,NA,NA,1,49,"Other Non-European Countries","1980s","41–60 years","low",NA,NA,"middle"
0,17.0000004768372,0,1,NA,NA,1,58,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,16.0000002384186,1,1,NA,NA,1,57,"Norther & Western Europe","1970s","21–40 years","low",NA,NA,"middle"
0,20.9999990463257,1,1,NA,NA,1,40,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,16.0000002384186,1,1,NA,NA,1,34,"Asian Countries","1990s","41–60 years","low",NA,NA,"high"
0,16.0000002384186,0,0,NA,NA,NA,10,"Asian Countries","1980s",NA,"low","perfect","highly assimilated",NA
1,NA,1,0,NA,NA,0,6,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,20,1,1,NA,NA,1,31,"Southern Europe","1980s","41–60 years","low",NA,NA,"high"
0,12.0000004768372,1,1,NA,NA,1,44,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
0,17.0000004768372,0,0,NA,NA,NA,30,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,NA
1,NA,0,0,NA,NA,NA,58,"Southern Europe","1980s",NA,"low",NA,NA,NA
0,NA,1,0,NA,NA,0,46,"Southern Europe","1990s","41–60 years","low",NA,NA,"high"
0,10,1,0,NA,NA,0,31,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,NA
0,32.9999995231628,1,1,NA,NA,1,30,"Southern Europe","1990s","41–60 years","low",NA,NA,"middle"
0,15,1,0,NA,NA,0,30,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,NA
0,11.0000002384186,0,0,NA,NA,0,24,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
1,NA,1,0,NA,NA,NA,44,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,NA
0,20.9999990463257,1,0,NA,1,1,30,"Central & Eastern Europe","1970s","41–60 years","low",NA,NA,"low"
0,17.0000004768372,1,1,NA,NA,1,28,"Asian Countries","2000s","21–40 years","low",NA,NA,"low"
0,24.0000009536743,1,1,NA,NA,1,47,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"high"
0,20,1,1,NA,NA,1,53,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"low"
0,27.0000004768372,1,1,NA,NA,1,51,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"low"
0,24.0000009536743,1,0,NA,NA,NA,46,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,0,18,"Norther & Western Europe","1990s",NA,"low",NA,NA,NA
0,NA,1,1,NA,NA,1,36,"Southern Europe","1990s","21–40 years","low",NA,NA,"middle"
0,22.0000004768372,1,0,NA,1,NA,42,"Central & Eastern Europe","1990s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,0,32,"Southern Europe","1990s","21–40 years","low",NA,NA,NA
1,NA,1,0,NA,NA,NA,51,"Former Yugoslavia and Turkey","1980s",NA,NA,NA,NA,NA
0,18.9999997615814,0,0,NA,NA,0,25,"Other Non-European Countries","1990s","21–40 years","low",NA,NA,"high"
0,NA,1,0,NA,NA,1,47,"Southern Europe","1970s","41–60 years","low",NA,NA,"low"
0,17.0000004768372,1,0,NA,NA,1,37,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"high"
0,37.9999995231628,1,1,NA,NA,1,10,"Norther & Western Europe","2000s","41–60 years","low",NA,NA,"middle"
0,8.00000011920929,0,0,NA,NA,0,28,"Central & Eastern Europe","2000s","21–40 years","low",NA,NA,"high"
0,18.9999997615814,1,1,NA,NA,1,49,"Norther & Western Europe","1990s","41–60 years","low",NA,NA,"high"
0,20.9999990463257,0,0,NA,NA,NA,21,"Norther & Western Europe","1990s","41–60 years","low",NA,NA,"high"
0,12.0000004768372,1,0,NA,NA,0,25,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,12.9999995231628,1,0,NA,NA,NA,41,"Central & Eastern Europe","1990s","41–60 years","low",NA,NA,"low"
0,24.0000009536743,1,1,NA,NA,1,29,"Southern Europe","1990s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,1,37,"Southern Europe","1990s","60+ years","low",NA,NA,"low"
0,25,1,1,NA,NA,1,43,"Southern Europe","1980s","21–40 years","low",NA,NA,"low"
0,20.9999990463257,1,1,NA,NA,1,30,"Southern Europe","1990s","41–60 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,NA,41,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,"high"
0,17.0000004768372,0,1,NA,1,0,45,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"high"
0,17.9999995231628,0,1,NA,NA,1,20,"Central & Eastern Europe","2000s","41–60 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,39,"Southern Europe","1990s","21–40 years","low",NA,NA,"high"
0,12.9999995231628,1,0,NA,NA,NA,29,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,NA,1,1,NA,NA,1,38,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,NA,39,"Southern Europe","1980s","21–40 years","low",NA,NA,NA
0,27.0000004768372,1,1,NA,NA,1,44,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"low"
1,NA,0,0,NA,NA,NA,34,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,NA
0,17.9999995231628,0,1,NA,NA,1,33,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,NA,54,"Norther & Western Europe","1980s",NA,"low",NA,NA,"low"
0,20,1,0,NA,NA,NA,49,"Former Yugoslavia and Turkey","1970s","21–40 years","low",NA,NA,NA
0,18.9999997615814,1,1,NA,NA,1,27,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"high"
0,13.9999997615814,1,0,NA,NA,NA,50,"Former Yugoslavia and Turkey","1980s",NA,"low",NA,NA,"high"
0,34.0000009536743,1,1,NA,NA,1,27,"Southern Europe","1990s","21–40 years","low",NA,NA,"high"
0,13.9999997615814,1,0,NA,1,NA,47,"Central & Eastern Europe","1980s","21–40 years","low",NA,NA,"low"
0,NA,1,1,NA,NA,1,39,"Southern Europe","1990s","41–60 years","low",NA,NA,"middle"
0,18.9999997615814,1,1,NA,NA,1,55,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,NA,NA,"low"
0,17.0000004768372,1,1,NA,NA,1,28,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"middle"
0,12.9999995231628,0,0,NA,1,0,52,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,NA
0,12.9999995231628,0,0,NA,NA,0,19,"Norther & Western Europe","1990s",NA,"low",NA,NA,NA
0,10,0,0,NA,NA,0,36,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,NA
0,25.9999990463257,1,1,NA,NA,1,47,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"high"
0,17.0000004768372,1,0,NA,NA,1,41,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,NA
0,25,0,0,NA,NA,NA,21,"Asian Countries","1990s","41–60 years","low",NA,NA,"high"
0,22.9999995231628,1,1,NA,NA,1,56,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,NA
0,6.99999988079071,0,0,NA,NA,0,54,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,"high"
0,16.0000002384186,1,1,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,0,52,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
0,12.0000004768372,1,0,NA,1,0,28,"Other Non-European Countries","2000s","21–40 years","low",NA,NA,"high"
0,12.9999995231628,1,1,NA,NA,1,37,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
0,6.99999988079071,1,0,NA,NA,0,49,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,"high"
0,29.0000009536743,0,0,NA,NA,0,49,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"high"
0,16.0000002384186,0,0,NA,NA,0,17,"Asian Countries","2000s","21–40 years","low",NA,NA,"high"
0,13.9999997615814,1,1,NA,1,1,50,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"high"
0,25,1,1,NA,NA,1,30,"Norther & Western Europe","1970s","41–60 years","low",NA,NA,"middle"
0,8.99999976158142,0,1,NA,NA,1,47,"Norther & Western Europe","1990s","41–60 years","low",NA,NA,"low"
0,NA,0,0,NA,NA,NA,39,"Southern Europe","1980s","21–40 years","low",NA,NA,"high"
0,11.0000002384186,0,1,NA,NA,1,30,"Other Non-European Countries","1990s","21–40 years","low",NA,NA,NA
0,20.9999990463257,1,1,NA,NA,1,58,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"low"
0,11.0000002384186,0,0,NA,NA,0,26,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,12.9999995231628,0,0,NA,NA,0,30,"Other Non-European Countries","1990s",NA,"low",NA,NA,NA
0,25,0,0,NA,NA,NA,54,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,NA
1,NA,1,0,NA,NA,0,46,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
1,NA,0,0,NA,NA,0,20,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,NA
1,NA,1,0,NA,NA,0,21,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,NA,46,"Norther & Western Europe","1980s",NA,"low",NA,NA,NA
0,6.99999988079071,0,0,NA,NA,1,36,"Central & Eastern Europe","1990s","41–60 years","low",NA,NA,NA
0,12.0000004768372,1,1,NA,NA,1,33,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,18.9999997615814,1,0,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,8.00000011920929,1,0,NA,NA,0,30,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,NA,50,"Central & Eastern Europe","1980s",NA,"low",NA,NA,"low"
1,NA,0,1,NA,NA,1,26,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,"high"
1,NA,1,1,NA,NA,1,31,"Southern Europe","1980s","21–40 years","low",NA,NA,"low"
0,25.9999990463257,1,0,NA,NA,NA,45,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"middle"
0,8.99999976158142,0,0,NA,NA,0,29,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,8.99999976158142,1,0,NA,NA,0,26,"Central & Eastern Europe","2000s",NA,"low",NA,NA,"low"
0,18.9999997615814,1,1,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"high"
0,13.9999997615814,0,0,NA,1,NA,52,"Central & Eastern Europe","1980s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,NA,34,"Southern Europe","1980s","21–40 years","low",NA,NA,"high"
0,10,0,1,NA,NA,1,33,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,43.0000019073486,1,1,NA,NA,1,30,"Norther & Western Europe","1990s","60+ years","low",NA,NA,NA
0,22.0000004768372,1,0,NA,1,NA,55,"Central & Eastern Europe","1990s","41–60 years","low",NA,NA,"low"
0,12.9999995231628,1,1,NA,NA,1,27,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,13.9999997615814,1,1,NA,NA,1,41,"Asian Countries","1990s","41–60 years",NA,NA,NA,"low"
0,12.9999995231628,1,1,NA,NA,1,48,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"high"
0,12.0000004768372,1,0,NA,NA,0,25,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,22.0000004768372,0,0,NA,NA,1,11,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,22.0000004768372,1,0,NA,NA,1,17,"Norther & Western Europe","1970s","41–60 years","low",NA,NA,"high"
0,15,1,1,NA,NA,1,27,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,25,0,0,NA,NA,0,50,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
0,12.0000004768372,1,0,NA,NA,NA,45,"Central & Eastern Europe","1980s","21–40 years","low",NA,NA,NA
0,34.0000009536743,1,1,NA,NA,1,43,"Southern Europe","1990s","41–60 years","low",NA,NA,"low"
0,NA,1,1,NA,NA,1,59,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,NA,NA,"low"
0,27.9999995231628,1,0,NA,NA,0,52,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"low"
0,11.0000002384186,1,0,NA,NA,0,27,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
1,NA,0,0,NA,NA,0,6,"Norther & Western Europe","2000s","21–40 years","low",NA,NA,"high"
0,11.0000002384186,1,0,NA,NA,0,31,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,NA
0,37.9999995231628,1,1,NA,1,1,40,"Southern Europe","1980s","41–60 years","low",NA,NA,"low"
0,11.0000002384186,1,0,NA,NA,0,26,"Central & Eastern Europe","1990s",NA,"low",NA,NA,NA
0,15,1,1,NA,NA,1,29,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,12.0000004768372,1,0,NA,NA,1,30,"Central & Eastern Europe","1990s","21–40 years","low",NA,NA,"middle"
0,NA,0,0,NA,NA,NA,25,"Norther & Western Europe","1970s","21–40 years",NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,43,"Norther & Western Europe","1970s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,43,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,0,40,"Southern Europe","1990s",NA,"low",NA,NA,NA
1,NA,0,0,NA,NA,0,18,"Asian Countries","2000s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,0,10,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,NA,1,0,NA,NA,1,50,"Norther & Western Europe","1970s","21–40 years","low",NA,NA,"middle"
0,12.0000004768372,1,1,NA,NA,1,31,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,NA,1,1,NA,NA,1,43,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
0,12.9999995231628,1,0,NA,1,NA,68,"Central & Eastern Europe","1980s","21–40 years","low",NA,NA,NA
0,8.99999976158142,1,0,NA,NA,0,30,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
0,18.9999997615814,0,0,NA,NA,0,39,"Asian Countries","1990s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,0,19,"Southern Europe","1990s","21–40 years","low",NA,NA,"middle"
0,NA,1,0,NA,NA,NA,41,"Asian Countries","1990s","21–40 years","low",NA,NA,"low"
1,NA,0,1,NA,NA,0,60,"Southern Europe","1990s","41–60 years","low",NA,NA,"high"
1,NA,1,1,NA,NA,1,29,"Southern Europe","1980s","41–60 years","low",NA,NA,"low"
0,22.9999995231628,1,1,NA,NA,0,56,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"high"
0,22.0000004768372,1,0,NA,NA,1,44,"Former Yugoslavia and Turkey","1990s","60+ years","low",NA,NA,"high"
0,18.9999997615814,1,1,NA,NA,1,43,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"middle"
0,NA,1,0,NA,NA,0,31,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
1,NA,0,0,NA,NA,0,22,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,"middle"
1,NA,1,0,NA,NA,NA,20,"Southern Europe","1980s","21–40 years","low",NA,NA,"low"
0,12.9999995231628,1,0,NA,NA,NA,42,"Other Non-European Countries","1990s",NA,"low",NA,NA,"low"
0,18.9999997615814,0,0,NA,NA,0,24,"Other Non-European Countries","1990s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,1,7,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
1,NA,1,0,NA,NA,0,35,"Southern Europe","1990s","21–40 years","low",NA,NA,"high"
0,10,0,0,NA,NA,0,20,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,15,0,0,NA,NA,0,26,"Asian Countries","2000s",NA,"low",NA,NA,"high"
0,20,1,1,NA,NA,1,35,"Southern Europe","1980s","21–40 years","low",NA,NA,"low"
0,NA,1,1,NA,1,1,42,"Central & Eastern Europe","1980s","60+ years","low",NA,NA,"low"
0,35,1,0,NA,NA,1,8,"Southern Europe","2000s","41–60 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,0,31,"Central & Eastern Europe","1990s","21–40 years","low",NA,NA,"low"
0,22.0000004768372,1,0,NA,NA,0,10,"Norther & Western Europe","2000s","41–60 years","low",NA,NA,"high"
0,45,1,0,NA,NA,1,14,"Norther & Western Europe","2000s","60+ years","low",NA,NA,NA
